,energie,eau,proteines,glucides,lipides
1109,311.0,10.8,15.9,44.8,2.22
1110,342.0,12.0,8.12,70.7,1.37
1111,341.0,9.9,7.24,70.9,1.12
1112,348.0,12.1,11.5,68.4,2.19
1113,361.0,10.5,6.23,78.1,2.1
1114,336.0,13.1,9.91,64.5,2.3
1115,350.0,10.3,10.2,63.2,4.1
1116,359.0,10.3,22.4,47.0,6.69
1117,446.0,5.13,35.8,22.9,21.4
1118,342.0,14.2,0.6,85.0,0.0
1119,276.0,36.2,7.71,44.6,7.01
1120,375.0,28.6,5.35,43.6,19.5
1121,503.0,4.9,7.47,58.3,26.4
1124,494.0,3.9,7.58,61.1,23.9
1125,375.0,29.5,5.41,41.4,20.4
1126,399.0,31.8,3.28,33.3,27.4
1127,528.0,3.94,7.19,54.1,31.0
1128,366.0,30.9,5.6,39.7,20.1
1130,507.0,7.15,4.61,57.0,28.7
1131,376.0,2.3,6.16,82.4,1.76
1133,505.0,3.4,5.7,64.4,24.6
1135,289.0,32.6,7.1,50.8,6.0
1137,469.0,7.2,6.2,63.0,20.9
1140,321.0,25.2,7.75,55.3,7.1
1141,173.0,64.2,28.1,0.26,6.55
1142,195.0,62.6,26.0,0.027,10.1
1143,182.0,63.5,27.2,0.24,8.04
1144,166.0,65.5,27.6,0.28,5.96
1145,198.0,62.3,25.5,0.1,10.7
1146,240.0,55.7,32.1,0.0,12.4
1149,182.0,64.3,27.1,0.0,8.17
1150,269.0,48.9,37.3,0.0,13.3
1160,117.0,72.5,21.9,0.3,3.16
1165,155.0,68.9,25.5,0.0,5.85
1166,210.0,61.2,26.1,0.0,11.8
1167,239.0,59.1,23.6,0.0,16.1
1168,265.0,56.7,23.0,0.14,19.2
1169,231.0,60.0,23.8,0.0018,15.1
1170,251.0,51.8,36.8,0.2,11.4
1172,156.0,69.4,25.1,0.0,6.24
1177,201.0,60.7,23.4,0.5,11.7
1178,143.0,67.0,28.1,0.0,3.39
1181,169.0,63.7,29.0,0.74,5.55
1185,240.0,57.5,27.1,0.0,14.7
1187,253.0,54.7,30.0,0.0,14.8
1188,211.0,58.9,29.6,0.0,10.3
1190,206.0,57.5,34.1,0.6,7.45
1191,198.0,59.7,28.3,0.0,9.39
1193,205.0,59.3,29.1,0.24,9.78
1194,163.0,63.8,30.5,0.65,4.31
1195,333.0,49.4,23.1,0.13,26.6
1196,295.0,51.5,26.2,0.1,21.2
1198,213.0,62.2,25.9,2.0,11.3
1199,213.0,59.7,28.9,2.1,9.88
1200,171.0,66.9,24.8,0.0,8.03
1201,141.0,67.5,30.1,0.0,2.0
1202,188.0,64.3,24.8,0.7,9.52
1203,188.0,64.1,26.1,0.55,9.1
1204,189.0,62.4,29.8,0.0,7.78
1205,247.0,59.4,23.8,0.0,16.9
1206,144.0,67.5,31.1,0.0,1.8
1207,151.0,66.7,29.1,0.0,3.84
1208,124.0,66.3,28.5,0.0,1.09
1209,128.0,67.9,24.6,0.5,3.04
1211,169.0,65.9,26.8,0.0,6.85
1212,252.0,53.7,30.5,0.1,14.5
1213,197.0,63.3,24.9,0.0,10.8
1216,185.0,64.1,26.1,0.0,9.01
1217,153.0,68.3,26.1,0.0,5.45
1221,157.0,67.7,26.3,0.0,5.78
1222,208.0,60.5,28.1,0.011,10.6
1223,157.0,67.7,26.3,0.0,5.78
1224,150.0,65.2,30.2,0.0,3.19
1225,153.0,63.9,28.3,0.0,4.38
1226,150.0,65.2,30.2,0.0,3.19
1227,152.0,64.4,29.6,0.0,3.74
1228,239.0,54.2,32.4,0.0,12.1
1229,217.0,61.6,25.1,0.0,13.0
1230,138.0,68.6,28.0,0.0,2.85
1236,136.0,68.2,27.1,0.0,3.03
1237,197.0,58.8,30.4,0.0,8.41
1238,167.0,68.2,20.5,0.5,9.2
1239,164.0,61.4,33.0,0.0,3.51
1240,221.0,58.7,29.0,0.0,11.7
1241,206.0,60.5,26.8,0.0,10.9
1242,331.0,51.8,19.0,0.0,28.4
1243,194.0,63.1,23.3,0.0,11.2
1245,230.0,57.2,29.0,0.0,12.7
1246,298.0,52.0,25.2,0.0,21.9
1247,213.0,62.0,23.9,0.0,13.0
1248,168.0,67.1,26.2,0.0,7.07
1249,145.0,75.7,12.6,0.8,10.2
1250,174.0,73.8,12.4,0.05,13.8
1251,133.0,76.9,11.5,0.0,9.63
1253,177.0,64.9,26.4,0.1,7.92
1254,167.0,67.2,24.9,0.0,7.52
1255,179.0,64.2,25.0,1.93,7.91
1256,157.0,65.0,23.0,3.16,5.8
1257,165.0,64.1,26.3,2.2,5.71
1258,121.0,67.7,19.0,4.47,3.02
1259,164.0,65.4,25.8,0.0,6.4
1260,159.0,64.3,26.0,3.76,4.4
1261,160.0,66.8,24.5,0.8,6.51
1262,182.0,64.0,27.0,0.0,8.18
1263,237.0,64.1,21.0,0.0,17.0
1264,235.0,59.6,23.7,0.0,15.6
1265,227.0,59.7,22.8,0.0,15.1
1266,136.0,73.3,21.0,0.0,5.8
1267,161.0,67.8,26.1,0.0,6.31
1268,171.0,66.9,27.0,0.0,7.0
1269,144.0,68.7,25.4,0.0,4.7
1270,127.0,70.5,23.7,0.0,3.62
1271,167.0,67.7,26.0,0.0,7.0
1272,162.0,64.8,25.1,1.36,6.24
1273,149.0,63.4,32.4,0.0,2.1
1275,168.0,69.0,20.4,0.0,9.64
1276,201.0,65.8,19.0,1.45,13.2
1277,148.0,68.9,21.3,0.0,7.05
1278,231.0,62.5,19.4,0.0,17.1
1279,111.0,74.0,22.9,0.38,2.02
1280,152.0,70.5,22.3,0.6,6.74
1281,132.0,72.8,21.6,0.22,4.95
1282,287.0,58.2,18.4,0.0,23.7
1283,154.0,71.5,19.0,0.0,8.63
1284,136.0,73.2,22.3,0.4,5.02
1285,122.0,72.5,20.9,0.0,4.25
1286,116.0,74.8,23.1,0.57,2.34
1287,223.0,63.1,19.2,0.0,16.2
1288,118.0,74.5,21.8,0.0,3.36
1289,138.0,72.4,19.9,0.62,6.18
1290,114.0,70.9,22.5,0.4,2.5
1291,133.0,73.7,20.4,0.0,5.67
1293,198.0,66.7,20.1,0.78,12.7
1294,130.0,74.0,21.9,0.3,4.59
1295,171.0,69.5,20.0,0.05,10.1
1296,209.0,67.2,20.2,0.47,14.1
1297,249.0,61.9,17.3,0.0,20.0
1298,144.0,72.3,21.2,0.0,6.54
1299,203.0,65.0,21.5,0.23,12.9
1300,189.0,68.9,18.3,0.0,12.9
1301,145.0,74.1,19.5,0.4,7.25
1302,108.0,73.7,20.7,0.58,2.6
1303,111.0,75.4,21.8,0.0,2.58
1307,176.0,67.7,18.7,0.0,11.2
1308,145.0,66.5,27.3,0.0,3.96
1309,124.0,74.9,20.7,0.0,4.63
1311,118.0,75.4,21.3,0.0,3.66
1313,178.0,69.6,18.9,0.38,11.2
1314,253.0,59.8,17.0,0.0,20.5
1315,175.0,67.7,20.8,0.75,9.89
1316,187.0,67.7,19.9,0.0,12.0
1317,164.0,69.5,19.8,0.38,9.3
1318,149.0,71.2,20.2,0.0,7.56
1319,146.0,70.3,22.7,0.4,5.94
1320,117.0,74.4,21.2,0.0,3.6
1321,123.0,74.9,21.2,0.4,4.09
1322,153.0,70.1,22.3,0.5,6.86
1323,198.0,63.0,18.0,0.1,14.0
1324,237.0,61.9,18.0,0.6,18.0
1325,129.0,74.4,21.5,0.0,4.76
1326,744.0,16.1,4.51,0.1,80.6
1327,475.0,40.3,11.6,0.14,47.5
1328,187.0,68.7,18.9,0.23,12.3
1329,141.0,72.3,20.9,0.28,6.3
1330,148.0,72.2,20.2,0.28,7.31
1331,212.0,64.6,18.8,0.24,15.1
1332,293.0,60.1,17.3,0.26,24.7
1333,174.0,70.4,19.9,0.25,10.4
1334,323.0,55.9,15.9,0.22,28.7
1335,146.0,70.4,22.3,0.37,6.2
1336,192.0,69.2,17.3,0.0,13.5
1337,113.0,74.6,20.0,0.0,3.73
1338,123.0,72.1,21.2,0.0,4.3
1339,135.0,67.5,21.5,0.2,5.4
1340,173.0,68.1,20.2,0.3,10.1
1341,110.0,75.1,23.4,0.0,1.5
1342,116.0,76.2,19.7,0.0,4.12
1344,155.0,71.7,18.4,0.0,9.05
1345,181.0,66.9,20.4,0.0,11.0
1346,114.0,76.0,19.3,0.0,4.05
1347,157.0,69.7,21.1,0.0,8.08
1348,193.0,68.3,18.1,0.0,13.3
1349,173.0,69.9,19.1,0.0,10.6
1350,118.0,74.1,24.6,0.0,1.8
1351,113.0,73.8,25.2,0.0,1.0
1352,132.0,73.1,23.4,0.0,4.31
1353,110.0,75.4,22.4,0.8,1.88
1354,109.0,74.3,24.1,0.51,1.22
1355,150.0,73.4,19.8,0.0,7.85
1356,109.0,76.0,21.3,0.4,2.5
1357,192.0,66.5,20.2,0.0,12.3
1359,204.0,62.7,18.3,0.1,14.5
1363,368.0,50.2,14.4,0.0,34.5
1364,128.0,74.5,20.0,0.48,5.13
1365,170.0,70.2,18.3,0.45,10.6
1366,139.0,73.0,19.6,0.0,6.76
1368,236.0,63.8,17.5,0.0,18.4
1369,242.0,64.0,17.6,2.3,18.0
1370,276.0,59.3,16.9,0.0,23.1
1371,273.0,60.0,16.3,0.92,22.6
1372,205.0,66.5,16.3,1.38,15.0
1373,147.0,70.0,20.7,0.0,7.13
1374,111.0,73.3,21.6,0.0,2.67
1376,113.0,73.6,23.7,0.0,2.04
1377,127.0,72.2,23.3,0.0,3.78
1378,164.0,67.8,23.2,0.0,7.95
1379,167.0,70.0,18.8,0.6,10.0
1380,129.0,72.6,21.4,0.4,4.6
1384,103.0,75.8,20.6,0.0,2.31
1385,189.0,68.1,20.4,0.66,11.6
1386,108.0,74.5,21.8,0.0,2.32
1387,215.0,63.7,17.8,0.4,15.8
1388,124.0,73.7,20.9,0.0,4.51
1389,131.0,74.4,19.6,0.0,5.92
1390,183.0,63.2,21.8,0.0,10.6
1391,136.0,69.7,21.5,0.0,5.55
1392,126.0,70.0,22.5,0.5,3.81
1393,126.0,72.7,19.4,0.0,5.33
1395,284.0,58.6,17.4,2.75,22.6
1396,340.0,53.2,17.9,0.85,29.4
1397,155.0,68.3,22.6,0.0,7.12
1398,365.0,49.7,15.7,0.0,33.6
1399,222.0,64.7,18.9,0.7,16.0
1400,143.0,71.7,22.8,0.0,5.75
1401,107.0,75.3,25.1,0.0,0.7
1402,121.0,73.6,21.3,0.0,4.0
1403,159.0,71.1,20.2,0.0,8.7
1404,122.0,79.2,10.4,0.8,8.58
1405,124.0,78.4,10.3,0.0,9.21
1406,117.0,79.8,10.3,0.5,8.21
1407,103.0,79.0,18.5,0.7,2.95
1408,149.0,73.6,15.6,0.7,9.32
1409,135.0,74.5,16.7,0.4,7.44
1410,119.0,76.7,16.5,0.4,5.68
1411,109.0,77.4,17.1,0.4,4.33
1412,106.0,77.3,16.1,1.8,3.84
1413,148.0,71.2,21.8,2.92,5.45
1414,138.0,70.0,21.0,3.67,4.3
1415,120.0,71.6,15.5,5.64,3.4
1417,132.0,70.8,19.0,5.0,4.0
1418,121.0,74.5,18.8,1.1,4.62
1419,123.0,75.5,18.3,0.0,5.5
1420,127.0,72.7,20.6,1.85,4.2
1421,129.0,71.8,16.3,6.3,4.29
1422,131.0,71.8,18.7,3.5,4.62
1423,193.0,67.7,16.8,0.4,13.8
1424,151.0,71.9,17.0,0.9,8.84
1425,191.0,68.8,16.6,0.5,13.6
1426,167.0,71.0,15.4,1.75,10.9
1427,122.0,74.6,14.6,0.0,7.04
1428,96.6,76.6,17.4,0.0,3.02
1429,95.9,79.8,17.1,0.9,2.65
1430,97.9,79.1,16.4,1.1,3.13
1431,94.1,79.7,14.7,1.13,3.43
1432,86.1,78.0,16.0,0.2,2.36
1433,81.5,84.2,12.1,0.0,3.69
1434,82.1,80.5,19.5,0.8,0.12
1435,105.0,77.8,17.3,0.6,3.75
1436,238.0,58.5,19.7,1.47,17.1
1437,152.0,69.6,19.0,0.48,7.9
1438,161.0,70.1,19.9,0.0,9.08
1439,118.0,70.1,23.1,0.7,2.6
1440,135.0,73.2,20.0,0.79,5.8
1441,125.0,73.3,20.8,0.81,4.28
1442,137.0,72.2,20.2,0.91,5.82
1443,117.0,73.0,20.5,0.77,3.52
1444,238.0,58.4,21.6,0.3,16.8
1445,119.0,72.8,20.3,1.03,3.66
1447,125.0,72.3,19.5,1.7,4.5
1448,121.0,71.7,18.0,1.93,4.5
1449,137.0,71.5,19.4,0.55,6.3
1450,114.0,72.1,19.6,1.61,3.24
1451,182.0,66.0,20.3,1.4,10.6
1453,123.0,71.8,13.7,3.58,5.98
1456,162.0,65.5,23.2,0.4,7.52
1457,106.0,74.3,20.7,1.39,1.79
1458,104.0,74.0,20.9,1.29,1.67
1459,225.0,50.1,25.9,0.76,13.2
1460,246.0,55.8,24.2,0.98,16.1
1461,192.0,56.2,26.3,0.3,9.5
1462,142.0,63.9,27.7,0.1,3.4
1463,228.0,48.6,28.0,0.63,12.6
1464,230.0,53.2,28.7,0.48,12.6
1465,248.0,52.2,27.2,0.3,15.4
1466,235.0,54.1,30.4,0.76,12.3
1468,342.0,43.9,20.2,0.75,28.8
1469,418.0,30.0,24.2,2.41,34.5
1470,417.0,32.8,28.7,1.79,32.3
1471,366.0,36.9,27.7,1.65,27.6
1472,380.0,34.9,24.2,1.79,30.7
1473,451.0,26.2,27.3,1.7,37.1
1475,282.0,55.4,18.8,0.8,22.4
1476,274.0,54.9,18.8,0.0,22.1
1477,323.0,54.2,14.7,0.6,29.1
1478,273.0,59.2,15.4,5.25,21.2
1479,309.0,53.8,11.8,4.4,26.5
1481,397.0,43.7,16.0,1.0,36.6
1482,319.0,50.5,17.3,1.0,27.3
1483,323.0,49.6,15.2,0.0,29.1
1484,327.0,56.2,13.2,1.0,30.0
1485,253.0,62.2,15.8,1.0,20.6
1487,231.0,59.8,16.8,1.19,17.7
1488,236.0,64.0,14.0,1.82,18.9
1489,271.0,56.7,13.7,1.24,23.4
1490,316.0,56.2,13.5,2.5,28.0
1494,283.0,54.8,19.8,1.8,21.8
1496,374.0,50.7,11.7,0.9,35.9
1498,291.0,57.9,12.4,1.39,25.9
1499,290.0,59.5,12.7,1.46,25.9
1501,224.0,60.8,15.7,1.0,17.5
1504,281.0,55.8,17.3,0.88,23.0
1505,346.0,42.9,16.0,14.1,25.0
1506,356.0,46.7,14.0,7.42,30.0
1507,358.0,48.1,10.1,1.45,34.6
1509,323.0,52.2,15.5,1.5,28.2
1510,363.0,50.0,11.0,2.88,34.0
1511,320.0,50.7,13.2,4.44,27.1
1512,247.0,61.5,16.3,0.00027,20.2
1513,281.0,53.8,16.5,5.67,21.2
1515,329.0,50.8,12.6,5.93,28.1
1516,341.0,47.6,13.0,2.4,31.0
1517,355.0,50.7,10.8,2.91,33.3
1518,322.0,49.8,11.1,10.3,26.1
1519,287.0,56.5,12.0,3.39,24.9
1520,395.0,44.4,10.1,7.07,36.1
1521,269.0,59.8,13.8,1.96,22.9
1522,459.0,37.0,11.4,4.67,43.8
1523,325.0,51.2,13.6,4.61,27.9
1524,292.0,45.4,11.0,22.9,17.1
1525,390.0,46.3,14.3,0.2,36.9
1526,414.0,44.0,16.7,0.13,38.3
1528,420.0,40.0,15.6,4.7,37.6
1530,377.0,47.3,15.3,1.03,34.6
1531,364.0,48.9,14.9,0.99,33.4
1532,340.0,52.2,16.4,0.49,30.3
1533,165.0,68.8,3.52,15.6,9.5
1537,245.0,52.3,8.1,23.6,12.7
1541,273.0,49.7,25.7,0.15,18.8
1543,535.0,35.1,8.41,2.32,54.6
1544,482.0,40.8,5.75,2.1,50.0
1545,489.0,39.1,6.88,2.43,50.1
1546,479.0,38.5,6.39,2.0,49.5
1548,489.0,39.1,6.88,2.43,50.1
1549,279.0,57.0,15.2,1.57,23.4
1550,258.0,54.5,17.7,0.7,20.2
1552,193.0,52.2,14.1,17.8,7.0
1553,173.0,67.7,14.1,0.2,12.9
1554,185.0,74.7,8.22,1.02,16.3
1555,151.0,66.1,26.2,0.0,5.17
1556,211.0,60.5,18.4,0.3,15.1
1558,271.0,55.5,22.5,0.0,20.0
1560,227.0,63.0,18.8,1.0,16.3
1561,303.0,48.7,24.5,1.0,22.3
1562,254.0,59.9,19.7,0.5,19.0
1563,313.0,56.0,12.2,4.5,27.1
1564,246.0,61.8,11.9,3.78,20.3
1565,246.0,61.3,11.3,4.02,19.4
1569,227.0,58.8,11.3,4.8,17.8
1571,270.0,56.9,16.6,1.01,22.1
1572,303.0,53.9,15.6,0.79,26.1
1573,165.0,57.1,31.6,0.0,4.3
1574,324.0,48.2,23.8,2.0,24.5
1575,188.0,63.4,23.1,0.1,10.5
1576,228.0,61.3,22.5,0.6,15.1
1577,137.0,75.0,11.6,0.01,10.0
1578,268.0,56.5,16.8,0.75,22.0
1579,275.0,55.7,16.7,0.96,22.6
1580,261.0,54.6,14.7,0.8,22.1
1581,209.0,49.5,38.9,1.0,5.47
1584,433.0,34.0,23.5,3.05,36.1
1585,476.0,28.0,20.9,2.6,41.9
1586,322.0,43.6,22.6,2.1,23.9
1587,451.0,33.2,17.7,1.05,41.8
1588,400.0,36.2,22.6,1.6,33.7
1589,351.0,43.2,21.5,1.56,28.8
1590,459.0,36.8,17.0,1.35,42.9
1591,280.0,57.2,15.0,1.63,23.6
1592,322.0,52.1,13.8,1.3,29.0
1593,346.0,50.6,12.5,0.6,32.7
1594,288.0,57.3,13.7,0.6,25.6
1595,309.0,42.4,14.7,22.6,17.4
1596,278.0,61.1,11.9,1.56,24.8
1598,297.0,55.3,12.5,0.2,27.4
1599,305.0,55.1,15.0,1.4,26.7
1600,298.0,52.3,14.8,1.55,25.8
1601,297.0,52.3,16.4,0.7,25.4
1602,320.0,53.2,14.4,1.16,28.2
1604,242.0,50.2,29.7,4.13,11.1
1605,197.0,66.7,3.56,9.45,15.4
1606,226.0,60.4,13.4,5.69,16.3
1607,132.0,73.3,11.0,4.97,7.2
1608,243.0,47.7,27.1,7.53,10.5
1610,226.0,54.1,14.0,14.6,12.2
1611,217.0,62.0,18.5,5.65,13.3
1612,271.0,47.8,22.9,12.6,14.1
1613,260.0,55.6,14.4,7.78,18.6
1614,247.0,55.5,15.7,9.46,15.7
1615,195.0,64.2,18.6,0.8,13.0
1616,191.0,62.6,17.1,1.02,12.9
1617,208.0,63.4,19.7,1.02,13.8
1618,239.0,51.5,13.1,16.2,13.2
1619,112.0,72.8,12.6,2.54,5.1
1621,250.0,48.6,15.6,19.4,11.6
1622,213.0,60.2,22.4,2.1,12.6
1623,339.0,41.8,7.25,21.7,24.0
1625,205.0,62.6,23.0,0.0,12.5
1626,98.9,75.0,23.1,0.0,0.73
1627,162.0,67.7,18.1,0.0,9.9
1631,173.0,68.3,16.5,0.5,11.7
1645,178.0,63.1,22.0,0.91,9.49
1654,294.0,55.7,18.8,0.0,24.3
1655,97.0,76.8,22.6,0.0,0.73
1670,168.0,65.3,15.1,2.0,11.0
1674,213.0,60.7,22.1,0.0,13.8
1685,180.0,61.7,23.4,0.69,9.27
1795,110.0,73.0,20.2,3.22,1.77
1796,89.9,74.7,18.3,1.47,1.2
1797,93.8,74.9,19.0,1.87,1.16
1798,90.9,76.5,19.6,0.11,1.32
1799,108.0,74.1,17.2,5.12,2.09
